0.144571,0.204113,0.387138,0.524605,0.637337,0.752459,0.725489,0.683766,0.603968,0,0.255042,0.144028,1
0.153597,0.191099,0.212441,0.238803,0.3056,0.432595,0.531082,0.605763,0.649036,0,0.24988,0.143646,1
0.126213,0.168333,0.205007,0.307021,0.446596,0.526487,0.622601,0.686841,0.642081,0,0.054922,0.102803,1
0.346797,0.409388,0.460581,0.590145,0.641396,0.592608,0.476891,0.442803,0.416881,0,0.0590636,0.0477642,1
0.346666,0.345,0.41892,0.435322,0.492088,0.524077,0.480479,0.439002,0.35212,0,0.298379,0.115649,1
0.0575596,0.114459,0.213248,0.292114,0.385343,0.527033,0.630733,0.626082,0.63385,0,0.398619,0.196079,1
0,0,0,0.0492525,0.136595,0.308287,0.429235,0.537848,0.644907,0,0.00668267,0.0446216,1
0.186299,0.130497,0.12378,0.177948,0.270645,0.390914,0.542517,0.666208,0.698403,0,0.807843,0.285831,1
0.276077,0.28188,0.400576,0.572498,0.592602,0.555469,0.51174,0.429798,0.385246,0,0.757163,0.264265,1
0.301638,0.388354,0.611979,0.654779,0.573857,0.428715,0.402215,0.37906,0.268554,0,0.0629652,0.0642212,1
0.397087,0.393454,0.480435,0.61058,0.722828,0.725062,0.728472,0.676767,0.570872,0,0.205222,0.13255,1
0.33969,0.388276,0.464255,0.54305,0.6671,0.655195,0.599783,0.536876,0.463558,0,0.402761,0.235334,1
0.201596,0.232403,0.278511,0.353619,0.409966,0.446746,0.532507,0.617436,0.671798,0,0.172409,0.107968,1
0.191099,0.265505,0.39513,0.519551,0.625457,0.660501,0.652272,0.633135,0.594413,0,0.258924,0.166639,1
0.228822,0.287973,0.380236,0.471976,0.576565,0.648887,0.671144,0.689223,0.625488,0,0.094878,0.186663,1
0.301328,0.345864,0.409072,0.451801,0.549056,0.647011,0.679779,0.640164,0.611069,0,0.101281,0.0656684,1
0,0,0.108265,0.225952,0.354375,0.420409,0.545153,0.65103,0.743419,0,0.364866,0.120466,1
0.400103,0.351732,0.35065,0.402217,0.461328,0.521135,0.545607,0.582404,0.580326,0,0.0126851,0.0379351,0
0.158435,0.177214,0.210066,0.224986,0.274755,0.348286,0.42135,0.492721,0.539767,0,0.0195078,0.0767848,0
0.0220902,0.08993,0.189185,0.26091,0.392942,0.504536,0.570813,0.615446,0.656876,0,0.0244298,0.0644047,0
0.0659025,0.148693,0.252335,0.291966,0.339571,0.426443,0.515177,0.585434,0.627926,0,0.00616247,0.0373556,0
0.232711,0.232206,0.237514,0.247891,0.30814,0.368802,0.41393,0.461107,0.506732,0,0.0309324,0.0664285,0
0.177472,0.185889,0.22252,0.296737,0.402455,0.492612,0.55169,0.588946,0.623673,0,0.0102441,0.0596451,0
0.341103,0.333002,0.412054,0.469932,0.469643,0.482629,0.526378,0.567735,0.593491,0,0.0329332,0.108206,0
0,0.0266979,0.183443,0.290005,0.4029,0.552131,0.607073,0.648157,0.651191,0,0.0166467,0.0551987,0
0.240663,0.273375,0.335274,0.366266,0.418573,0.476463,0.524721,0.571346,0.590459,0,0.0681873,0.0513861,0
0.151943,0.155602,0.161991,0.194716,0.266986,0.325078,0.387766,0.449886,0.466288,0,0.00486194,0.0319196,0
0.272584,0.312345,0.360078,0.462851,0.511359,0.548625,0.580574,0.590505,0.625588,0,0.00738295,0.02629,0
